Mod:Item:MetaData, Localized Name
thermalfoundation:tool.shield_invar, Invar Shield
thermalfoundation:tool.sword_bronze, Bronze Sword
thermalfoundation:tool.shovel_bronze, Bronze Shovel
thermalfoundation:tool.pickaxe_bronze, Bronze Pickaxe
thermalfoundation:tool.axe_bronze, Bronze Axe
thermalfoundation:tool.hoe_bronze, Bronze Hoe
thermalfoundation:tool.bow_bronze, Bronze Reinforced Bow
thermalfoundation:tool.fishing_rod_bronze, Bronze Fishing Rod
thermalfoundation:tool.shears_bronze, Bronze Shears
thermalfoundation:tool.sickle_bronze, Bronze Sickle
thermalfoundation:tool.hammer_bronze, Bronze Hammer
thermalfoundation:tool.excavator_bronze, Bronze Excavator
thermalfoundation:tool.shield_bronze, Bronze Shield
thermalfoundation:tool.sword_constantan, Constantan Sword
thermalfoundation:tool.shovel_constantan, Constantan Shovel
thermalfoundation:tool.pickaxe_constantan, Constantan Pickaxe
thermalfoundation:tool.axe_constantan, Constantan Axe
thermalfoundation:tool.hoe_constantan, Constantan Hoe
thermalfoundation:tool.bow_constantan, Constantan Reinforced Bow
thermalfoundation:tool.fishing_rod_constantan, Constantan Fishing Rod
thermalfoundation:tool.shears_constantan, Constantan Shears
thermalfoundation:tool.sickle_constantan, Constantan Sickle
thermalfoundation:tool.hammer_constantan, Constantan Hammer
thermalfoundation:tool.excavator_constantan, Constantan Excavator
thermalfoundation:tool.shield_constantan, Constantan Shield
thermalfoundation:tool.shears_wood, Wooden Shears
thermalfoundation:tool.sickle_wood, Wooden Sickle
thermalfoundation:tool.hammer_wood, Wooden Hammer
thermalfoundation:tool.excavator_wood, Wooden Excavator
thermalfoundation:tool.bow_stone, Stone Reinforced Bow
thermalfoundation:tool.fishing_rod_stone, Stone Fishing Rod
thermalfoundation:tool.shears_stone, Stone Shears
thermalfoundation:tool.sickle_stone, Stone Sickle
thermalfoundation:tool.hammer_stone, Stone Hammer
thermalfoundation:tool.excavator_stone, Stone Excavator
thermalfoundation:tool.shield_stone, Stone Shield
thermalfoundation:tool.bow_iron, Iron Reinforced Bow
thermalfoundation:tool.fishing_rod_iron, Iron Fishing Rod
thermalfoundation:tool.sickle_iron, Iron Sickle
thermalfoundation:tool.hammer_iron, Iron Hammer
thermalfoundation:tool.excavator_iron, Iron Excavator
thermalfoundation:tool.shield_iron, Iron Shield
thermalfoundation:tool.bow_diamond, Diamond Reinforced Bow
thermalfoundation:tool.fishing_rod_diamond, Diamond Fishing Rod
thermalfoundation:tool.shears_diamond, Diamond Shears
thermalfoundation:tool.sickle_diamond, Diamond Sickle
thermalfoundation:tool.hammer_diamond, Diamond Hammer
thermalfoundation:tool.excavator_diamond, Diamond Excavator
thermalfoundation:tool.shield_diamond, Diamond Shield
thermalfoundation:tool.bow_gold, Gold Reinforced Bow
thermalfoundation:tool.fishing_rod_gold, Gold Fishing Rod
thermalfoundation:tool.shears_gold, Gold Shears
thermalfoundation:tool.sickle_gold, Gold Sickle
thermalfoundation:tool.hammer_gold, Gold Hammer
thermalfoundation:tool.excavator_gold, Gold Excavator
thermalfoundation:tool.shield_gold, Gold Shield
thermalfoundation:horse_armor_copper, Copper Horse Armor
thermalfoundation:horse_armor_tin, Tin Horse Armor
thermalfoundation:horse_armor_silver, Silver Horse Armor
thermalfoundation:horse_armor_lead, Lead Horse Armor
thermalfoundation:horse_armor_aluminum, Aluminum Horse Armor
thermalfoundation:horse_armor_nickel, Nickel Horse Armor
thermalfoundation:horse_armor_platinum, Platinum Horse Armor
thermalfoundation:horse_armor_steel, Steel Horse Armor
thermalfoundation:horse_armor_electrum, Electrum Horse Armor
thermalfoundation:horse_armor_invar, Invar Horse Armor
thermalfoundation:horse_armor_bronze, Bronze Horse Armor
thermalfoundation:horse_armor_constantan, Constantan Horse Armor
thermalfoundation:fluid_crude_oil, Crude Oil
thermalfoundation:fluid_redstone, Destabilized Redstone
thermalfoundation:fluid_glowstone, Energized Glowstone
thermalfoundation:fluid_ender, Resonant Ender
thermalfoundation:fluid_pyrotheum, Blazing Pyrotheum
thermalfoundation:fluid_cryotheum, Gelid Cryotheum
thermalfoundation:fluid_aerotheum, Zephyrean Aerotheum
thermalfoundation:fluid_petrotheum, Tectonic Petrotheum
thermalfoundation:fluid_mana, Primal Mana
thermalexpansion:machine:0, Redstone Furnace (Basic)
thermalexpansion:machine:1, Pulverizer (Basic)
thermalexpansion:machine:2, Sawmill (Basic)
thermalexpansion:machine:3, Induction Smelter (Basic)
thermalexpansion:machine:6, Magma Crucible (Basic)
thermalexpansion:machine:7, Fractionating Still (Basic)
thermalexpansion:machine:8, Fluid Transposer (Basic)
thermalexpansion:machine:9, Energetic Infuser (Basic)
thermalexpansion:machine:10, Centrifugal Separator (Basic)
thermalexpansion:machine:11, Sequential Fabricator (Basic)
thermalexpansion:machine:12, Alchemical Imbuer (Basic)
thermalexpansion:machine:13, Arcane Ensorcellator (Basic)
thermalexpansion:machine:14, Glacial Precipitator (Basic)
thermalexpansion:machine:15, Igneous Extruder (Basic)
thermalexpansion:device:0, Aqueous Accumulator
thermalexpansion:device:1, Nullifier
thermalexpansion:device:2, Thermal Mediator
thermalexpansion:device:3, Arboreal Extractor
thermalexpansion:device:4, Aquatic Entangler
thermalexpansion:device:5, Item Allocator
thermalexpansion:device:6, Fluid Allocator
thermalexpansion:device:7, Lexical Transmuter
thermalexpansion:device:8, Insightful Condenser
thermalexpansion:device:9, Decoctive Diffuser
thermalexpansion:device:11, Creature Encaptulator
thermalexpansion:device:12, Vacuumulator
thermalexpansion:dynamo:0, Steam Dynamo (Basic)
thermalexpansion:dynamo:1, Magmatic Dynamo (Basic)
thermalexpansion:dynamo:2, Compression Dynamo (Basic)
thermalexpansion:dynamo:3, Reactant Dynamo (Basic)
thermalexpansion:dynamo:4, Enervation Dynamo (Basic)
thermalexpansion:dynamo:5, Numismatic Dynamo (Basic)
thermalexpansion:cell:0, Energy Cell (Basic)
thermalexpansion:tank:0, Portable Tank (Basic)
thermalexpansion:cache:0, Cache (Basic)
thermalexpansion:strongbox:0, Strongbox (Basic)
thermalexpansion:capacitor:0, Flux Capacitor (Basic)
thermalexpansion:capacitor:1, Flux Capacitor (Hardened)
thermalexpansion:capacitor:2, Flux Capacitor (Reinforced)
thermalexpansion:capacitor:3, Flux Capacitor (Signalum)
thermalexpansion:capacitor:4, Flux Capacitor (Resonant)
thermalexpansion:capacitor:32000, Flux Capacitor (Creative)
thermalexpansion:reservoir:0, Reservoir (Basic)
thermalexpansion:reservoir:1, Reservoir (Hardened)
thermalexpansion:reservoir:2, Reservoir (Reinforced)
thermalexpansion:reservoir:3, Reservoir (Signalum)
thermalexpansion:reservoir:4, Reservoir (Resonant)
thermalexpansion:reservoir:32000, Reservoir (Creative)
thermalexpansion:frame:0, Machine Frame
thermalexpansion:frame:64, Device Frame
thermalexpansion:frame:128, Energy Cell Frame
thermalexpansion:frame:129, Hardened Cell Frame
thermalexpansion:frame:130, Reinforced Cell Frame (Empty)
thermalexpansion:frame:131, Signalum Cell Frame (Empty)
thermalexpansion:frame:132, Resonant Cell Frame (Empty)
thermalexpansion:frame:146, Reinforced Cell Frame (Full)
thermalexpansion:frame:147, Signalum Cell Frame (Full)
thermalexpansion:frame:148, Resonant Cell Frame (Full)
thermalexpansion:augment:128, Augment: Auxiliary Reception Coil
thermalexpansion:augment:129, Augment: Auxiliary Sieve
thermalexpansion:augment:130, Augment: Nullification Chamber
thermalexpansion:augment:256, Augment: Trivection Chamber
thermalexpansion:augment:257, Augment: Flux Anodizers
thermalexpansion:augment:258, Augment: Pyrolytic Conversion
thermalexpansion:augment:273, Augment: Tectonic Initiator
thermalexpansion:augment:288, Augment: Resin Funnel
thermalexpansion:augment:303, Augment: Metallurgical Recovery
thermalexpansion:augment:304, Augment: Pyro-Concentrator
thermalexpansion:augment:320, Augment: Nutrient Recovery
thermalexpansion:augment:323, Augment: Sapling Infuser
thermalexpansion:augment:324, Augment: Monoculture Cycle
thermalexpansion:augment:336, Augment: Numismatic Press
thermalexpansion:augment:337, Augment: Gearworking Die
thermalexpansion:augment:352, Augment: Pyroconvective Loop
thermalexpansion:augment:368, Augment: Reflux Column
thermalexpansion:augment:369, Augment: Alchemical Retort
thermalexpansion:augment:400, Augment: Flux Linkage Concentrator
thermalexpansion:augment:401, Augment: Flux Reconstruction
thermalexpansion:augment:402, Augment: Parabolic Flux Coupling
thermalexpansion:augment:416, Augment: Enstabulation Apparatus
thermalexpansion:augment:432, Augment: Pattern Validation
thermalexpansion:augment:433, Augment: Fluidic Fabrication
thermalexpansion:augment:448, Augment: Reagent Recovery
thermalexpansion:augment:496, Augment: Pyroclastic Injection
thermalexpansion:augment:497, Augment: Clastic Deposition
thermalexpansion:augment:512, Augment: Auxiliary Transmission Coil
thermalexpansion:augment:513, Augment: Fuel Catalyzer
thermalexpansion:augment:514, Augment: Transmission Coil Ducting
thermalexpansion:augment:515, Augment: Excitation Field Limiter
thermalexpansion:augment:576, Augment: Boiler Conversion
thermalexpansion:augment:640, Augment: Turbine Conversion
thermalexpansion:augment:656, Augment: Isentropic Reservoir
thermalexpansion:augment:672, Augment: Closed-Loop Cooling
thermalexpansion:augment:673, Augment: Ignition Plugs
thermalexpansion:augment:674, Augment: Agitative Manifold
thermalexpansion:augment:688, Augment: Elemental Catalyzer
thermalexpansion:augment:704, Augment: Disjunctive Extraction
thermalexpansion:augment:720, Augment: Lapidary Calibration
thermalexpansion:florb:0, Florb (Empty§r)
thermalexpansion:florb:1, Magmatic Florb (Empty§r)
thermalexpansion:morb:0, Morb (Empty§r)
thermalexpansion:morb:1, Reusable Morb (Empty§r)
microblockcbe:saw_stone, Stone Saw
microblockcbe:saw_iron, Iron Saw
microblockcbe:saw_diamond, Diamond Saw
microblockcbe:stone_rod, Stone Rod
gendustry:mutagen, Mutagen
gendustry:liquiddna, Liquid DNA
gendustry:protein, Protein
gendustry:labware, Genetics Labware
gendustry:waste, Genetic Waste
gendustry:gene_sample_blank, Blank Gene Sample
gendustry:gene_sample, %s Sample - %s
gendustry:gene_template, Genetic Template
gendustry:apiary.upgrade:17, Plains Emulation Upgrade
gendustry:apiary.upgrade:11, Light Upgrade
gendustry:apiary.upgrade:2, Flowering Upgrade
gendustry:apiary.upgrade:20, Winter Emulation Upgrade
gendustry:apiary.upgrade:5, Dryer Upgrade
gendustry:apiary.upgrade:14, Automation Upgrade
gendustry:apiary.upgrade:4, Humidifier Upgrade
gendustry:apiary.upgrade:13, Hell Emulation Upgrade
gendustry:apiary.upgrade:22, Pollen Scrubber Upgrade
gendustry:apiary.upgrade:16, Desert Emulation Upgrade
gendustry:apiary.upgrade:7, Cooler Upgrade
gendustry:apiary.upgrade:1, Lifespan Upgrade
gendustry:apiary.upgrade:10, Seal Upgrade
gendustry:apiary.upgrade:19, Genetic Stabilizer Upgrade
gendustry:apiary.upgrade:18, Jungle Emulation Upgrade
gendustry:apiary.upgrade:3, Territory Upgrade
gendustry:apiary.upgrade:21, Ocean Emulation Upgrade
gendustry:apiary.upgrade:12, Open Sky Upgrade
gendustry:apiary.upgrade:6, Heater Upgrade
gendustry:apiary.upgrade:15, Sieve Upgrade
gendustry:apiary.upgrade:0, Production Upgrade
gendustry:industrial_grafter, Industrial Grafter
gendustry:industrial_scoop, Scooporator MX200 Turbo
gendustry:honey_comb:10, Black Colored Comb
gendustry:honey_comb:24, Orange Colored Comb
gendustry:honey_comb:25, White Colored Comb
gendustry:honey_comb:14, Blue Colored Comb
gendustry:honey_comb:20, Lime Colored Comb
gendustry:honey_comb:21, Yellow Colored Comb
gendustry:honey_comb:13, Brown Colored Comb
gendustry:honey_comb:17, Light Gray Colored Comb
gendustry:honey_comb:22, Light Blue Colored Comb
gendustry:honey_comb:12, Green Colored Comb
gendustry:honey_comb:18, Gray Colored Comb
gendustry:honey_comb:16, Cyan Colored Comb
gendustry:honey_comb:11, Red Colored Comb
gendustry:honey_comb:23, Magenta Colored Comb
gendustry:honey_comb:19, Pink Colored Comb
gendustry:honey_comb:15, Purple Colored Comb
gendustry:honey_drop:10, Black Colored Honey Drop
gendustry:honey_drop:24, Orange Colored Honey Drop
gendustry:honey_drop:25, White Colored Honey Drop
gendustry:honey_drop:14, Blue Colored Honey Drop
gendustry:honey_drop:20, Lime Colored Honey Drop
gendustry:honey_drop:21, Yellow Colored Honey Drop
gendustry:honey_drop:13, Brown Colored Honey Drop
gendustry:honey_drop:17, Light Gray Colored Honey Drop
gendustry:honey_drop:22, Light Blue Colored Honey Drop
gendustry:honey_drop:12, Green Colored Honey Drop
gendustry:honey_drop:18, Gray Colored Honey Drop
gendustry:honey_drop:16, Cyan Colored Honey Drop
gendustry:honey_drop:11, Red Colored Honey Drop
gendustry:honey_drop:23, Magenta Colored Honey Drop
gendustry:honey_drop:19, Pink Colored Honey Drop
gendustry:honey_drop:15, Purple Colored Honey Drop
gendustry:mutagen_tank, Mutagen Tank
gendustry:bee_receptacle, Bee Receptacle
gendustry:power_module, Power Module
gendustry:genetics_processor, Genetics Processor
gendustry:env_processor, Environmental Processor
gendustry:upgrade_frame, Upgrade Frame
gendustry:climate_module, Climate Control Module
gendustry:pollen_kit, Pollen Collection Kit
gendustry:hive_spawn_debugger, Hive Spawning Debugger
gendustry:eject_cover, Item Eject Cover
gendustry:import_cover, Item Import Cover
gendustry:error_sensor_cover, Error Sensor Cover
gendustry:mutagen_producer, Mutagen Producer
gendustry:mutatron, Mutatron
gendustry:industrial_apiary, Industrial Apiary
gendustry:imprinter, Genetic Imprinter
gendustry:sampler, Genetic Sampler
gendustry:mutatron_advanced, Advanced mutatron
gendustry:liquifier, Protein Liquifier
gendustry:extractor, DNA Extractor
gendustry:transposer, Genetic Transposer
gendustry:replicator, Genetic Replicator
gravisuite:advancedlappack, gravisuite.advancedLappack.name
gravisuite:advancedjetpack, gravisuite.advancedJetpack.name
gravisuite:advancednanochestplate, gravisuite.advancedNanoChestplate.name
gravisuite:ultimatelappack, gravisuite.ultimateLappack.name
gravisuite:gravichestplate, gravisuite.graviChestplate.name
gravisuite:advanceddrill, gravisuite.advancedDrill.name
gravisuite:advancedchainsaw, gravisuite.advancedChainsaw.name
gravisuite:gravitool, gravisuite.graviTool.name
gravisuite:vajra, gravisuite.vajra.name
gravisuite:crafting:0, Superconductor Cover
gravisuite:crafting:1, Superconductor
gravisuite:crafting:2, Cooling Core
gravisuite:crafting:3, Gravitation Engine
gravisuite:crafting:4, Magnetron
gravisuite:crafting:5, Vajra Core
gravisuite:crafting:6, Engine Booster
railcraft:creosote, Creosote
railcraft:steam, Steam
railcraft:tool_crowbar_iron, Iron Crowbar
railcraft:tool_crowbar_steel, Steel Crowbar
railcraft:tool_axe_steel, Steel Axe
railcraft:tool_hoe_steel, Steel Hoe
railcraft:tool_pickaxe_steel, Steel Pickaxe
railcraft:tool_shears_steel, Steel Shears
railcraft:tool_shovel_steel, Steel Shovel
railcraft:tool_sword_steel, Steel Sword
railcraft:armor_helmet_steel, Steel Helmet
railcraft:armor_chestplate_steel, Steel Chestplate
railcraft:armor_leggings_steel, Steel Leggings
railcraft:armor_boots_steel, Steel Boots
railcraft:tool_magnifying_glass, Magnifying Glass
railcraft:armor_goggles, Trackman's Goggles
railcraft:armor_overalls, Engineer's Overalls
railcraft:tool_notepad, Trackman's Notepad
railcraft:rail:0, Standard Rail
railcraft:rail:1, Advanced Rail
railcraft:rail:2, Wooden Rail
railcraft:rail:3, H.S. Rail
railcraft:rail:4, Reinforced Rail
railcraft:rail:5, Electric Rail
railcraft:tie:0, Wooden Tie
railcraft:tie:1, Stone Tie
railcraft:rebar, Rebar
railcraft:cart_spawner:0, Spawner Cart
railcraft:detector:0, Cart Detector - Item
railcraft:detector:1, Cart Detector - Any
railcraft:detector:2, Cart Detector - Empty
railcraft:detector:3, Cart Detector - Mob
railcraft:detector:4, Cart Detector - Player
railcraft:detector:5, Cart Detector - Animal
railcraft:detector:6, Cart Detector - Tank
railcraft:detector:7, Cart Detector - Advanced
railcraft:detector:8, Cart Detector - Age
railcraft:detector:9, Cart Detector - Train
railcraft:detector:10, Cart Detector - Sheep
railcraft:detector:11, Cart Detector - Villager
railcraft:detector:12, Cart Detector - Locomotive
railcraft:detector:13, Cart Detector - Routing
railcraft:manipulator:0, Item Loader
railcraft:manipulator:1, Item Unloader
railcraft:manipulator:2, Adv. Item Loader
railcraft:manipulator:3, Adv. Item Unloader
railcraft:manipulator:4, Fluid Loader
railcraft:manipulator:5, Fluid Unloader
railcraft:manipulator:6, Ic2 EU Loader
railcraft:manipulator:7, Ic2 EU Unloader
railcraft:manipulator:10, Redstone Flux Loader
railcraft:manipulator:11, Redstone Flux Unloader
railcraft:manipulator:8, Cart Dispenser
railcraft:manipulator:9, Train Dispenser
railcraft:equipment:0, Manual Rolling Machine
railcraft:equipment:1, Powered Rolling Machine
railcraft:equipment:2, Feed Station
railcraft:equipment:3, Smoker
railcraft:trade_station:0, Trade Station
railcraft:force_track_emitter, Force Track Emitter
railcraft:track_force, Force Track
railcraft:filter_blank, Blank Filter
railcraft:filter_type, Item Type Filter
railcraft:filter_ore_dict, Ore Dictionary Filter
